id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
29234058,Queens,Astoria,40.76596,-73.91797,Private room,4.248495242049359,30,0,0.0,1,0
29519083,Manhattan,Hell's Kitchen,40.75535,-73.99446,Entire home/apt,5.220355825078324,30,17,0.39,1,0
29237220,Manhattan,West Village,40.73927,-74.00936,Entire home/apt,6.892641641172089,30,26,0.59,1,150
29237561,Manhattan,East Village,40.72915,-73.98015,Entire home/apt,5.298317366548036,30,7,0.16,1,0
29336922,Brooklyn,Bath Beach,40.60182,-73.99774,Entire home/apt,4.787491742782046,30,13,0.3,1,0
29338253,Brooklyn,Flatlands,40.6326,-73.93195,Private room,3.8066624897703196,30,0,0.0,1,0
29520126,Brooklyn,Williamsburg,40.71577,-73.95906,Entire home/apt,5.521460917862246,30,0,0.0,1,0
29338399,Manhattan,SoHo,40.72541,-74.00541,Private room,4.6913478822291435,30,0,0.0,1,0
29338559,Queens,Astoria,40.77108,-73.92052,Private room,4.0943445622221,30,15,0.34,3,281
29237692,Brooklyn,Sunset Park,40.64548,-74.01264,Private room,3.912023005428146,30,10,0.23,2,1
29521683,Queens,Corona,40.75128,-73.85356,Private room,4.51085950651685,1,136,3.17,2,194
29522531,Brooklyn,Cypress Hills,40.67888,-73.89025,Private room,3.091042453358316,30,15,0.34,4,0
29237852,Queens,Woodhaven,40.69177,-73.86238,Private room,4.787491742782046,30,10,0.23,2,0
29242564,Queens,Astoria,40.76555,-73.92345,Private room,4.1588830833596715,30,52,1.19,2,0
29340028,Manhattan,Upper East Side,40.76755,-73.9541,Private room,4.59511985013459,7,3,0.09,2,27
29535295,Brooklyn,Cypress Hills,40.68782,-73.87046,Entire home/apt,4.290459441148391,30,15,0.35,6,105
29242599,Manhattan,Upper East Side,40.78547,-73.95122,Entire home/apt,6.052089168924417,5,16,0.38,1,2
29539252,Bronx,Soundview,40.81965,-73.88004,Private room,3.912023005428146,30,0,0.0,1,0
29341918,Manhattan,Upper West Side,40.78084,-73.98099,Private room,4.976733742420574,30,33,0.75,1,0
29541214,Manhattan,East Harlem,40.79398,-73.93574,Entire home/apt,5.135798437050262,4,42,0.96,5,345
29543433,Manhattan,Upper West Side,40.78011,-73.98124,Entire home/apt,5.187385805840755,30,13,0.34,1,0
29686468,Brooklyn,Bedford-Stuyvesant,40.69213,-73.94593,Private room,4.477336814478207,30,1,0.02,1,0
29546132,Brooklyn,Bedford-Stuyvesant,40.69041,-73.95449,Entire home/apt,4.976733742420574,3,7,0.16,1,0
29546402,Brooklyn,Brighton Beach,40.57684,-73.96824,Entire home/apt,5.135798437050262,30,0,0.0,1,0
29686576,Manhattan,Lower East Side,40.71893,-73.99049,Entire home/apt,4.634728988229636,30,69,1.58,1,0
29549783,Manhattan,East Village,40.72295,-73.98712,Entire home/apt,5.703782474656201,30,102,2.34,2,0
29686857,Queens,Ridgewood,40.70417,-73.9036,Entire home/apt,4.867534450455582,30,39,0.9,1,91
29687049,Brooklyn,Bushwick,40.69447,-73.91389,Entire home/apt,5.308267697401205,3,75,1.73,1,340
29351570,Manhattan,East Village,40.7266,-73.97914,Shared room,5.075173815233827,30,10,0.25,3,295
29550259,Manhattan,East Village,40.72351,-73.98864,Private room,3.8066624897703196,30,89,2.06,2,0
29356679,Queens,Elmhurst,40.73572,-73.87828,Private room,4.23410650459726,3,27,0.73,2,341
29359092,Queens,Elmhurst,40.74257,-73.88363,Private room,3.871201010907891,30,93,2.12,1,0
29687597,Manhattan,East Village,40.72735,-73.98794,Entire home/apt,5.988961416889864,30,46,1.06,2,0
29698179,Brooklyn,Prospect Heights,40.67981,-73.974,Entire home/apt,4.605170185988092,30,19,0.44,1,0
29560068,Manhattan,Midtown,40.76049,-73.96629,Entire home/apt,4.90527477843843,30,0,0.0,9,52
29364445,Queens,Astoria,40.75612,-73.91653,Private room,4.859812404361672,30,10,0.24,1,51
29367388,Manhattan,Upper East Side,40.76536,-73.95851,Private room,4.584967478670572,1,12,0.31,2,0
29565064,Manhattan,Greenwich Village,40.73391,-73.99629,Entire home/apt,6.214608098422191,31,0,0.0,3,0
29567201,Bronx,Clason Point,40.80895,-73.85074,Entire home/apt,5.170483995038151,1,0,0.0,1,155
29381358,Manhattan,Chelsea,40.75208,-73.9968,Private room,5.10594547390058,45,0,0.0,1,0
29700761,Brooklyn,South Slope,40.66826,-73.99037,Entire home/apt,5.616771097666572,3,12,0.54,1,23
29567482,Brooklyn,Gowanus,40.66928,-73.99043,Entire home/apt,4.912654885736052,5,21,0.48,1,0
29384622,Manhattan,Chelsea,40.74282,-73.99835,Entire home/apt,4.605170185988092,30,57,1.33,1,0
29570523,Queens,Kew Gardens Hills,40.72426,-73.81442,Entire home/apt,4.189654742026425,30,40,0.93,1,0
29385308,Brooklyn,Carroll Gardens,40.67771,-74.00006,Entire home/apt,5.075173815233827,30,10,0.23,1,131
29385994,Manhattan,East Village,40.72275,-73.97972,Private room,4.31748811353631,1,15,0.37,1,11
29701014,Staten Island,Randall Manor,40.62912,-74.12839,Entire home/apt,4.8283137373023015,4,102,2.54,1,189
29701465,Brooklyn,Crown Heights,40.67058,-73.94832,Entire home/apt,5.521460917862246,30,1,0.03,2,0
29570883,Bronx,Belmont,40.84938,-73.88971,Entire home/apt,4.941642422609304,1,19,8.14,1,313
29701773,Manhattan,Hell's Kitchen,40.75943,-73.98865,Entire home/apt,4.8283137373023015,4,6,0.14,1,0
29701921,Manhattan,Financial District,40.7034,-74.00935,Entire home/apt,4.859812404361672,30,11,0.26,1,0
29702007,Brooklyn,Carroll Gardens,40.67532,-73.99981,Entire home/apt,4.941642422609304,14,21,0.48,1,69
29391852,Brooklyn,Bushwick,40.69536,-73.91166,Private room,4.248495242049359,5,49,1.11,1,77
29572267,Manhattan,Harlem,40.81186,-73.94309,Private room,4.394449154672439,30,11,0.28,122,336
29392426,Queens,Astoria,40.76932,-73.91843,Entire home/apt,4.8283137373023015,30,1,0.02,3,168
29573034,Brooklyn,Cypress Hills,40.68909,-73.87055,Entire home/apt,4.0943445622221,2,136,3.15,5,298
29704561,Manhattan,Lower East Side,40.72024,-73.99227,Entire home/apt,6.396929655216146,30,23,0.55,1,364
29575293,Brooklyn,Bushwick,40.69692,-73.9118,Private room,4.61512051684126,1,160,3.95,1,49
29393371,Queens,Jackson Heights,40.75446,-73.86927,Private room,4.248495242049359,2,46,1.06,2,25
29584099,Manhattan,Kips Bay,40.74347,-73.97993,Private room,4.59511985013459,30,7,0.16,1,70
29393808,Manhattan,Chelsea,40.7423,-73.99782,Entire home/apt,5.1647859739235145,30,17,0.39,1,0
29397321,Manhattan,East Harlem,40.79172,-73.9499,Private room,4.127134385045092,3,68,1.55,1,19
29584983,Brooklyn,Williamsburg,40.70741,-73.95418,Private room,4.007333185232471,30,4,0.1,1,0
29585551,Brooklyn,Bushwick,40.68554,-73.91362,Private room,4.394449154672439,1,75,1.71,8,166
29586511,Manhattan,Harlem,40.8103,-73.94372,Private room,4.787491742782046,5,43,1.23,3,83
29590847,Brooklyn,Bedford-Stuyvesant,40.6902,-73.95829,Private room,4.02535169073515,30,2,0.05,1,0
29398819,Manhattan,Midtown,40.75211,-73.97362,Hotel room,5.981414211254481,2,2,0.07,1,0
29592296,Manhattan,Midtown,40.74806,-73.98745,Entire home/apt,5.6131281063880705,2,122,2.94,15,269
29409370,Queens,Ditmars Steinway,40.77856,-73.90833,Private room,4.605170185988092,2,10,0.25,1,60
29705049,Brooklyn,Bedford-Stuyvesant,40.68741,-73.93711,Entire home/apt,4.770684624465665,3,5,0.12,1,25
29592768,Queens,Ditmars Steinway,40.77494,-73.92099,Entire home/apt,4.574710978503383,1,377,8.63,1,180
29605532,Brooklyn,Flatbush,40.65124,-73.95678,Entire home/apt,4.0943445622221,10,21,0.5,1,0
29410763,Manhattan,Hell's Kitchen,40.761532,-73.998779,Entire home/apt,6.56244409369372,30,0,0.0,32,12
29605631,Queens,Woodside,40.74327,-73.9094,Private room,4.248495242049359,30,9,0.28,122,297
29609668,Brooklyn,Canarsie,40.63841,-73.89383,Entire home/apt,5.0106352940962555,3,10,0.53,2,119
29610742,Manhattan,East Village,40.72301,-73.97972,Entire home/apt,5.472270673671475,14,6,0.14,1,6
29612693,Brooklyn,Bushwick,40.70566,-73.91866,Entire home/apt,5.356586274672012,30,0,0.0,1,68
29411009,Manhattan,Midtown,40.75591,-73.97157,Private room,6.220590170099739,1,5,0.11,7,186
29615342,Manhattan,Upper East Side,40.77333,-73.95265,Private room,4.553876891600541,30,3,0.07,1,0
29411649,Manhattan,Harlem,40.81535,-73.94146,Private room,4.248495242049359,30,3,0.07,1,0
29705207,Brooklyn,Bedford-Stuyvesant,40.68376,-73.93333,Entire home/apt,5.220355825078324,5,38,0.88,1,81
29615968,Queens,Long Island City,40.74737,-73.9373,Private room,4.07753744390572,30,6,0.14,1,0
29712188,Bronx,Edenwald,40.8868,-73.83529,Private room,4.51085950651685,30,2,0.05,3,0
29712675,Brooklyn,Bedford-Stuyvesant,40.68722,-73.9239,Entire home/apt,5.231108616854587,1,271,6.23,1,316
29412276,Queens,Jackson Heights,40.75646,-73.8706,Private room,4.0943445622221,2,40,0.91,2,211
29412636,Manhattan,Upper East Side,40.76951,-73.95123,Entire home/apt,5.521460917862246,2,3,0.56,3,25
29617415,Manhattan,Harlem,40.81823,-73.94156,Private room,4.31748811353631,30,5,0.12,122,353
29621716,Brooklyn,Prospect-Lefferts Gardens,40.66021,-73.95172,Entire home/apt,4.700480365792417,30,24,0.56,1,0
29412897,Brooklyn,Bushwick,40.69246,-73.90952,Private room,3.5553480614894135,30,21,0.48,3,2
29413438,Brooklyn,Bedford-Stuyvesant,40.6863,-73.94923,Entire home/apt,5.0106352940962555,30,1,0.02,2,0
29414633,Brooklyn,Bensonhurst,40.61246,-74.00258,Shared room,2.70805020110221,30,0,0.0,2,0
29729573,Brooklyn,Bedford-Stuyvesant,40.68225,-73.94667,Private room,4.553876891600541,2,42,1.01,1,34
29628681,Manhattan,Upper East Side,40.76158,-73.95884,Entire home/apt,4.605170185988092,30,2,0.05,1,0
29629048,Manhattan,East Village,40.727,-73.9793,Entire home/apt,4.90527477843843,30,1,0.03,1,0
29416216,Queens,Jackson Heights,40.75568,-73.85793,Private room,4.204692619390966,1,174,3.95,4,93
29630099,Brooklyn,Columbia St,40.68741,-74.00026,Entire home/apt,4.700480365792417,30,12,0.28,1,213
29416543,Brooklyn,East Flatbush,40.66279,-73.9242,Private room,3.912023005428146,30,1,0.02,1,0
29630939,Brooklyn,Bedford-Stuyvesant,40.68442,-73.94614,Entire home/apt,4.442651256490317,30,3,0.07,1,0
29730504,Brooklyn,Bushwick,40.69417,-73.90715,Entire home/apt,4.663439094112067,30,5,0.11,1,0
29631258,Brooklyn,Bedford-Stuyvesant,40.6832,-73.93836,Private room,3.970291913552122,30,23,0.53,2,0
29422942,Queens,Sunnyside,40.74169,-73.92099,Entire home/apt,5.220355825078324,30,94,2.14,1,0
29631729,Brooklyn,Williamsburg,40.71126,-73.95664,Entire home/apt,5.318119993844216,2,31,0.72,1,0
29634211,Brooklyn,Crown Heights,40.6753,-73.93859,Entire home/apt,5.988961416889864,3,38,0.91,1,169
29431457,Staten Island,Todt Hill,40.58612,-74.10824,Entire home/apt,4.174387269895637,29,16,0.38,1,3
29731625,Brooklyn,Crown Heights,40.67533,-73.95742,Entire home/apt,4.442651256490317,14,10,0.24,1,0
29635253,Queens,Maspeth,40.72028,-73.90154,Entire home/apt,4.356708826689592,30,43,0.99,1,135
29431738,Manhattan,East Village,40.72855,-73.97793,Entire home/apt,5.19295685089021,30,11,0.25,2,0
29635455,Brooklyn,Williamsburg,40.70889,-73.9658,Private room,4.867534450455582,2,41,4.01,6,343
29635460,Brooklyn,Williamsburg,40.71139,-73.96554,Private room,4.663439094112067,2,41,0.95,6,335
29435698,Brooklyn,Williamsburg,40.71246,-73.96253,Entire home/apt,5.247024072160486,30,17,0.39,1,0
29635607,Brooklyn,Williamsburg,40.71161,-73.96511,Private room,4.812184355372417,2,43,0.98,6,337
29733748,Manhattan,Midtown,40.76387,-73.97573,Hotel room,6.907755278982137,30,12,0.32,11,363
29635732,Staten Island,Castleton Corners,40.62685,-74.12275,Entire home/apt,4.941642422609304,2,55,1.28,2,346
29737067,Brooklyn,Sunset Park,40.6409,-74.01647,Private room,3.6375861597263857,30,8,0.24,1,0
29452507,Brooklyn,Carroll Gardens,40.67889,-73.99458,Entire home/apt,5.0106352940962555,30,2,0.05,1,0
29651529,Manhattan,East Village,40.72341,-73.9838,Entire home/apt,5.545177444479562,2,209,4.78,1,267
29453268,Manhattan,NoHo,40.72898,-73.99104,Entire home/apt,4.941642422609304,31,0,0.0,1,0
29453598,Brooklyn,Crown Heights,40.6694,-73.93959,Entire home/apt,4.997212273764115,3,43,0.98,2,0
29455559,Manhattan,East Village,40.72312,-73.98462,Entire home/apt,5.488937726156687,30,1,0.03,1,0
29738513,Brooklyn,Bergen Beach,40.6308,-73.9114,Entire home/apt,4.890349128221754,3,5,0.64,7,173
29653847,Brooklyn,Prospect-Lefferts Gardens,40.66185,-73.94483,Private room,5.480638923341991,2,27,0.62,1,84
29455932,Queens,Rego Park,40.73062,-73.85911,Private room,3.4965075614664802,30,7,0.16,1,0
29654321,Brooklyn,Williamsburg,40.71663,-73.94129,Entire home/apt,5.298317366548036,30,67,1.57,1,0
29457851,Brooklyn,Williamsburg,40.71162,-73.95575,Entire home/apt,5.1647859739235145,30,3,0.07,1,0
29478604,Queens,Sunnyside,40.73593,-73.92338,Private room,4.2626798770413155,30,7,0.17,122,293
29654969,Queens,Ridgewood,40.70018,-73.90729,Private room,6.396929655216146,6,4,0.09,1,0
29655436,Brooklyn,Greenpoint,40.71959,-73.95265,Entire home/apt,5.0106352940962555,3,0,0.0,1,0
29657991,Brooklyn,South Slope,40.66106,-73.98634,Entire home/apt,4.499809670330265,30,15,0.36,1,2
29480988,Brooklyn,Williamsburg,40.70911,-73.94168,Private room,4.820281565605037,30,0,0.0,1,0
29482218,Manhattan,Midtown,40.75591,-73.97157,Hotel room,6.159095388491933,1,17,0.39,7,350
29740134,Manhattan,Washington Heights,40.85055,-73.92929,Private room,3.912023005428146,30,0,0.0,1,0
29740171,Brooklyn,Bedford-Stuyvesant,40.69445,-73.94428,Private room,4.174387269895637,30,12,0.28,1,0
29658021,Manhattan,East Harlem,40.80059,-73.9422,Private room,4.0943445622221,30,1,0.02,2,277
29754946,Manhattan,Kips Bay,40.74463,-73.97562,Entire home/apt,4.605170185988092,30,29,0.67,1,0
29756137,Queens,Edgemere,40.5945,-73.77521,Entire home/apt,4.499809670330265,4,8,0.22,1,76
29487347,Brooklyn,Bedford-Stuyvesant,40.68601,-73.93455,Entire home/apt,5.521460917862246,3,79,1.81,1,274
29659322,Brooklyn,Bedford-Stuyvesant,40.69523,-73.93519,Private room,4.248495242049359,2,29,0.76,1,139
29880813,Brooklyn,Bedford-Stuyvesant,40.68236,-73.91969,Entire home/apt,5.0106352940962555,30,0,0.0,1,0
29758221,Brooklyn,Williamsburg,40.70705,-73.94063,Private room,4.442651256490317,30,8,0.19,1,0
29760740,Brooklyn,Borough Park,40.64032,-74.00412,Private room,3.6888794541139363,30,5,0.11,8,0
29659392,Queens,Flushing,40.75017,-73.82886,Private room,4.007333185232471,30,0,0.0,8,0
29881483,Brooklyn,Sunset Park,40.66013,-74.00207,Entire home/apt,5.030437921392435,3,111,2.56,2,44
29661457,Queens,Ridgewood,40.69994,-73.89862,Private room,4.0943445622221,1,1,0.02,1,0
29760980,Brooklyn,Vinegar Hill,40.69998,-73.98287,Entire home/apt,5.697093486505405,30,1,0.02,1,365
29662414,Brooklyn,Williamsburg,40.71016,-73.95016,Entire home/apt,5.583496308781699,2,187,4.31,1,188
29761272,Queens,Cambria Heights,40.69575,-73.74173,Private room,3.6888794541139363,30,1,0.02,1,0
29775040,Brooklyn,Fort Greene,40.69076,-73.97244,Private room,5.043425116919247,30,87,2.02,1,168
29881973,Manhattan,Harlem,40.8238,-73.93884,Private room,3.4965075614664802,30,4,0.11,1,0
29883990,Brooklyn,Williamsburg,40.70792,-73.95422,Private room,3.8066624897703196,30,9,0.21,1,0
29674246,Manhattan,Battery Park City,40.71779,-74.01511,Entire home/apt,6.476972362889683,30,0,0.0,1,0
29884003,Manhattan,Midtown,40.74852,-73.98824,Private room,4.700480365792417,30,8,0.19,1,0
29776064,Manhattan,Harlem,40.82702,-73.93835,Entire home/apt,4.31748811353631,7,1,0.02,1,0
29776313,Brooklyn,Park Slope,40.66897,-73.97613,Entire home/apt,4.382026634673881,30,11,0.25,1,2
29681004,Manhattan,West Village,40.73532,-74.00628,Entire home/apt,6.214608098422191,30,3,0.08,1,0
29683293,Brooklyn,Cypress Hills,40.68979,-73.86942,Private room,4.0943445622221,30,13,0.3,1,2
29776797,Brooklyn,Clinton Hill,40.68304,-73.96479,Entire home/apt,5.521460917862246,30,43,1.0,1,59
29777340,Manhattan,East Village,40.72807,-73.98082,Private room,6.1092475827643655,1,2,0.05,1,0
29885004,Queens,Ditmars Steinway,40.77621,-73.9176,Entire home/apt,5.1647859739235145,1,9,0.21,1,0
29885196,Brooklyn,Crown Heights,40.67155,-73.94798,Entire home/apt,5.375278407684165,30,6,0.14,3,154
29889800,Manhattan,Roosevelt Island,40.76422,-73.94773,Private room,4.8283137373023015,7,8,0.19,1,259
29893519,Manhattan,Lower East Side,40.72128,-73.98897,Entire home/apt,4.77912349311153,30,11,0.26,1,0
29683957,Brooklyn,Williamsburg,40.71913,-73.9638,Entire home/apt,5.272999558563747,30,3,0.07,1,0
29684573,Brooklyn,East Flatbush,40.64904,-73.93517,Private room,4.2626798770413155,1,89,2.41,1,362
29897019,Manhattan,Greenwich Village,40.72956,-74.0004,Entire home/apt,5.886104031450156,4,92,2.16,1,155
29780863,Manhattan,Chelsea,40.7464,-74.00024,Entire home/apt,5.19295685089021,3,13,0.31,1,97
29996902,Manhattan,Hell's Kitchen,40.75672,-73.99691,Hotel room,5.402677381872279,1,57,1.33,19,362
29781403,Brooklyn,Kensington,40.64196,-73.98302,Entire home/apt,4.912654885736052,2,76,1.78,2,293
29782186,Brooklyn,Crown Heights,40.66539,-73.93307,Private room,4.382026634673881,30,0,0.0,1,0
29791183,Queens,Ditmars Steinway,40.77138,-73.9076,Private room,3.7376696182833684,30,34,0.89,4,27
29794270,Brooklyn,Canarsie,40.63557,-73.89422,Private room,4.59511985013459,2,13,0.31,3,159
29794702,Brooklyn,Prospect-Lefferts Gardens,40.65643,-73.95884,Entire home/apt,4.672828834461906,30,23,0.54,1,0
29897123,Brooklyn,Crown Heights,40.67553,-73.94655,Entire home/apt,4.418840607796598,30,0,0.0,1,0
29897445,Queens,Woodhaven,40.69677,-73.85449,Entire home/apt,4.605170185988092,30,0,0.0,1,0
29897911,Manhattan,Hell's Kitchen,40.75565,-73.99635,Private room,5.187385805840755,30,22,0.54,10,365
29898471,Brooklyn,Greenpoint,40.71922,-73.95386,Entire home/apt,5.68697535633982,30,6,0.14,1,0
30003335,Staten Island,West Brighton,40.6286,-74.11558,Private room,4.0943445622221,30,20,0.61,3,99
29901044,Brooklyn,Cobble Hill,40.68566,-73.99917,Entire home/apt,5.634789603169249,30,0,0.0,1,306
29902392,Manhattan,Harlem,40.82143,-73.94113,Entire home/apt,4.31748811353631,30,0,0.0,1,0
29903897,Brooklyn,Bushwick,40.69159,-73.91556,Private room,3.7612001156935624,31,81,1.86,3,225
29904305,Brooklyn,Bushwick,40.69159,-73.91556,Private room,3.6888794541139363,31,60,1.38,3,163
29904478,Brooklyn,Bushwick,40.69159,-73.91556,Private room,3.58351893845611,31,55,1.27,3,245
29904741,Manhattan,Chelsea,40.74865,-73.99565,Private room,4.499809670330265,1,133,3.12,20,268
29797522,Queens,Corona,40.74601,-73.85865,Private room,4.605170185988092,30,5,0.12,1,364
29797971,Bronx,Williamsbridge,40.88309,-73.85824,Private room,4.0943445622221,30,0,0.0,1,0
29798872,Manhattan,Morningside Heights,40.80378,-73.96455,Private room,4.3694478524670215,30,16,0.38,1,0
30003453,Brooklyn,South Slope,40.66282,-73.98226,Entire home/apt,5.056245805348308,2,70,2.37,1,21
29799125,Manhattan,Midtown,40.75602,-73.96954,Entire home/apt,5.703782474656201,30,0,0.0,1,0
29800110,Brooklyn,Bushwick,40.69165,-73.90567,Entire home/apt,5.204006687076795,3,68,1.58,1,33
29800915,Bronx,Allerton,40.85995,-73.86234,Entire home/apt,4.174387269895637,3,45,1.04,1,0
29800927,Manhattan,Lower East Side,40.7178,-73.9912,Entire home/apt,5.135798437050262,30,0,0.0,2,0
29905155,Brooklyn,Columbia St,40.688892,-73.999565,Entire home/apt,5.075173815233827,2,94,2.4,1,9
30006962,Manhattan,Financial District,40.705578,-74.008377,Entire home/apt,5.8888779583328805,31,1,0.03,391,340
29906233,Bronx,West Farms,40.83865,-73.87186,Shared room,3.4339872044851463,30,0,0.0,1,0
29906282,Queens,East Elmhurst,40.75667,-73.88904,Entire home/apt,4.90527477843843,2,122,2.86,1,219
29907089,Queens,College Point,40.78543,-73.85586,Private room,3.6109179126442243,30,11,0.25,1,0
29907852,Brooklyn,Bedford-Stuyvesant,40.6831,-73.9198,Entire home/apt,4.8283137373023015,30,19,0.46,1,0
29908937,Brooklyn,Sheepshead Bay,40.60751,-73.94463,Entire home/apt,5.332718793265369,1,2,0.91,1,153
29909077,Brooklyn,Prospect-Lefferts Gardens,40.66093,-73.94038,Private room,4.727387818712341,30,4,0.09,1,0
29921568,Manhattan,Chinatown,40.71617,-73.99406,Private room,4.1588830833596715,3,6,0.14,2,0
29922930,Manhattan,Midtown,40.76438,-73.98127,Entire home/apt,5.0106352940962555,184,0,0.0,2,0
29923198,Manhattan,Midtown,40.76504,-73.98163,Entire home/apt,5.075173815233827,153,0,0.0,2,0
29923252,Queens,Woodside,40.7465,-73.89963,Private room,3.2188758248682006,28,4,0.1,5,0
29923522,Manhattan,Midtown,40.76187,-73.97658,Hotel room,6.907755278982137,30,1,0.04,11,363
29923537,Manhattan,Midtown,40.76174,-73.97564,Hotel room,6.907755278982137,30,0,0.0,11,363
29923555,Manhattan,Midtown,40.76214,-73.97634,Hotel room,6.907755278982137,30,0,0.0,11,363
29923582,Manhattan,Midtown,40.7618,-73.97643,Hotel room,6.907755278982137,30,0,0.0,11,363
29804246,Manhattan,Harlem,40.80535,-73.94793,Private room,4.553876891600541,2,178,4.21,3,46
29805732,Manhattan,Upper East Side,40.7774,-73.95351,Private room,4.48863636973214,2,1,1.0,4,89
29814549,Brooklyn,Crown Heights,40.67453,-73.94789,Entire home/apt,4.5217885770490405,4,144,3.34,2,151
29821998,Queens,Long Island City,40.74956,-73.93836,Private room,4.442651256490317,30,3,0.07,1,0
29824343,Manhattan,Harlem,40.82585,-73.94524,Entire home/apt,5.298317366548036,28,7,0.36,1,242
29824401,Brooklyn,Williamsburg,40.7111,-73.94843,Private room,4.382026634673881,25,9,0.21,2,0
29825681,Manhattan,Midtown,40.75868,-73.96602,Entire home/apt,5.41610040220442,30,0,0.0,2,0
29825825,Brooklyn,Bedford-Stuyvesant,40.68547,-73.91733,Entire home/apt,5.0106352940962555,30,6,0.14,1,0
29827530,Brooklyn,Park Slope,40.67275,-73.97541,Entire home/apt,4.110873864173311,3,10,0.23,1,0
30007128,Brooklyn,Bushwick,40.69545,-73.92311,Entire home/apt,4.983606621708336,2,144,3.36,1,149
29828333,Manhattan,Harlem,40.82263,-73.94332,Entire home/apt,5.438079308923196,30,15,0.35,1,0
29828445,Manhattan,Battery Park City,40.70886,-74.01596,Entire home/apt,4.787491742782046,4,9,0.21,2,0
29923599,Manhattan,Midtown,40.76176,-73.97659,Hotel room,6.907755278982137,30,1,0.03,11,363
29923619,Manhattan,Midtown,40.76188,-73.97511,Hotel room,6.907755278982137,30,0,0.0,11,363
30008427,Manhattan,SoHo,40.72268,-74.00472,Entire home/apt,6.311734809152915,5,7,0.17,1,54
29923634,Manhattan,Midtown,40.76175,-73.97503,Hotel room,6.907755278982137,30,1,0.03,11,363
29923654,Manhattan,Midtown,40.76231,-73.97467,Hotel room,6.907755278982137,30,0,0.0,11,363
29923660,Brooklyn,Williamsburg,40.72014,-73.95985,Entire home/apt,4.653960350157523,30,8,0.19,1,0
29923697,Manhattan,Midtown,40.76208,-73.9765,Hotel room,6.907755278982137,30,1,0.03,11,363
29929095,Queens,Jamaica,40.67761,-73.76363,Entire home/apt,4.454347296253507,30,25,0.59,1,364
29929331,Manhattan,Hell's Kitchen,40.75917,-73.98997,Shared room,4.276666119016055,1,233,5.38,8,134
29829066,Brooklyn,Williamsburg,40.71146,-73.94006,Entire home/apt,4.584967478670572,30,69,1.62,1,0
29831517,Brooklyn,Canarsie,40.64438,-73.89096,Private room,4.189654742026425,2,222,5.22,1,70
29832431,Brooklyn,Bedford-Stuyvesant,40.69271,-73.95142,Private room,5.0106352940962555,30,1,0.02,1,0
29834597,Brooklyn,East New York,40.66202,-73.89141,Entire home/apt,4.605170185988092,30,21,0.48,2,180
30011527,Brooklyn,Bedford-Stuyvesant,40.68995,-73.95578,Entire home/apt,5.0106352940962555,2,179,4.22,6,232
29834691,Manhattan,Harlem,40.80339,-73.95204,Entire home/apt,5.0106352940962555,30,4,0.09,1,0
29835159,Brooklyn,Prospect Heights,40.67968,-73.96859,Entire home/apt,4.499809670330265,30,8,0.18,1,0
29835632,Manhattan,East Harlem,40.7998,-73.94313,Private room,3.7612001156935624,5,9,0.21,7,1
29929702,Brooklyn,East New York,40.66712,-73.88691,Entire home/apt,4.962844630259907,2,109,2.55,1,253
29930787,Queens,Woodside,40.74348,-73.90795,Private room,4.30406509320417,30,0,0.0,122,215
29935981,Brooklyn,Greenpoint,40.72699,-73.95574,Entire home/apt,6.684611727667927,4,8,0.19,1,290
29937451,Brooklyn,Canarsie,40.63559,-73.89417,Entire home/apt,4.77912349311153,1,14,0.32,3,349
29939030,Queens,Long Island City,40.76255,-73.93185,Entire home/apt,5.634789603169249,30,0,0.0,1,0
30012164,Brooklyn,Clinton Hill,40.68528,-73.96269,Entire home/apt,6.214608098422191,30,13,0.3,1,0
29942196,Queens,Jackson Heights,40.75185,-73.89053,Entire home/apt,4.770684624465665,5,47,1.12,1,276
29844533,Manhattan,Chelsea,40.74552,-73.99921,Entire home/apt,5.393627546352362,30,2,0.05,1,0
30012632,Brooklyn,Williamsburg,40.7187,-73.9492,Private room,4.007333185232471,30,2,0.05,1,0
29847492,Manhattan,Upper East Side,40.78335,-73.94685,Entire home/apt,5.176149732573829,30,4,0.1,12,308
29942321,Brooklyn,Williamsburg,40.71088,-73.9654,Entire home/apt,4.787491742782046,7,8,0.21,1,0
30015658,Manhattan,Lower East Side,40.7175,-73.98903,Private room,4.553876891600541,30,40,0.93,2,0
29943061,Brooklyn,Bedford-Stuyvesant,40.67744,-73.92331,Entire home/apt,4.8283137373023015,3,82,1.91,3,48
29850004,Manhattan,Nolita,40.72306,-73.99526,Entire home/apt,4.867534450455582,30,0,0.0,1,0
29851718,Manhattan,Stuyvesant Town,40.7338,-73.98055,Entire home/apt,6.739336627357174,31,0,0.0,4,151
29851985,Queens,Rego Park,40.72872,-73.8528,Private room,4.23410650459726,30,1,0.02,1,0
30018946,Brooklyn,Greenpoint,40.72106,-73.94367,Entire home/apt,4.990432586778736,30,0,0.0,3,0
29855428,Queens,College Point,40.78694,-73.84824,Entire home/apt,5.293304824724492,1,182,4.19,1,151
29855796,Brooklyn,Crown Heights,40.66971,-73.94821,Private room,5.703782474656201,30,0,0.0,2,0
29943455,Queens,Woodside,40.7447,-73.89453,Private room,3.871201010907891,30,3,0.07,143,45
