id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
2595,Manhattan,Midtown,40.75356,-73.98559,Entire home/apt,5.41610040220442,30,48,0.31,3,308
5121,Brooklyn,Bedford-Stuyvesant,40.68535,-73.95512,Private room,4.0943445622221,30,50,0.32,2,365
5136,Brooklyn,Sunset Park,40.66265,-73.99454,Entire home/apt,5.616771097666572,21,2,0.02,1,250
5178,Manhattan,Midtown,40.76457,-73.98317,Private room,4.219507705176107,2,536,3.37,1,172
5203,Manhattan,Upper West Side,40.8038,-73.96751,Private room,4.31748811353631,2,118,0.76,1,0
5295,Manhattan,Morningside Heights,40.80316,-73.96387,Entire home/apt,4.90527477843843,30,56,0.35,2,30
5803,Brooklyn,South Slope,40.66801,-73.98784,Private room,4.770684624465665,4,211,1.32,3,312
6848,Brooklyn,Williamsburg,40.70935,-73.95342,Entire home/apt,4.430816798843313,30,184,1.16,1,227
74860,Brooklyn,Greenpoint,40.72364,-73.95013,Entire home/apt,4.31748811353631,30,3,0.02,1,0
6872,Manhattan,East Harlem,40.80107,-73.94255,Private room,4.174387269895637,30,0,0.0,2,334
44229,Brooklyn,Fort Greene,40.69287,-73.97108,Private room,4.700480365792417,30,231,1.63,2,335
6990,Manhattan,East Harlem,40.78778,-73.94759,Private room,4.127134385045092,30,238,1.55,1,254
75635,Manhattan,Lower East Side,40.71911,-73.98588,Entire home/apt,5.075173815233827,3,336,2.45,1,182
7064,Brooklyn,Williamsburg,40.71248,-73.95881,Private room,4.499809670330265,7,9,0.06,2,5
7097,Brooklyn,Fort Greene,40.691083,-73.972544,Entire home/apt,5.293304824724492,2,294,1.95,2,273
7801,Brooklyn,Williamsburg,40.71778,-73.9568,Entire home/apt,5.978885764901122,30,9,0.06,1,348
77517,Brooklyn,Williamsburg,40.71407,-73.96657,Private room,4.605170185988092,28,3,0.02,3,338
44288,Manhattan,West Village,40.73737,-74.00437,Entire home/apt,5.135798437050262,30,88,0.61,1,132
44973,Brooklyn,Williamsburg,40.70894,-73.95234,Entire home/apt,4.6443908991413725,30,125,0.88,1,122
8490,Brooklyn,Bedford-Stuyvesant,40.68462,-73.93839,Entire home/apt,4.90527477843843,2,149,0.96,2,260
77765,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,5.521460917862246,3,41,0.3,30,202
9357,Manhattan,Hell's Kitchen,40.76724,-73.98664,Entire home/apt,5.1647859739235145,30,58,0.38,1,0
9704,Manhattan,Harlem,40.81317,-73.95465,Private room,4.007333185232471,30,98,1.01,1,116
10452,Brooklyn,Bedford-Stuyvesant,40.68294,-73.95682,Private room,4.406719247264253,30,80,0.54,5,263
80493,Manhattan,East Village,40.72322,-73.98615,Private room,4.007333185232471,2,201,1.48,1,98
80684,Brooklyn,Greenpoint,40.73756,-73.9535,Hotel room,6.270988431858299,3,10,0.08,30,164
80700,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,5.8944028342648505,3,8,0.06,30,198
45542,Manhattan,Harlem,40.82569,-73.93842,Entire home/apt,4.605170185988092,30,18,0.4,1,0
45556,Brooklyn,Fort Greene,40.68834,-73.97578,Private room,4.174387269895637,2,317,2.22,2,153
45910,Queens,Ridgewood,40.70309,-73.89963,Entire home/apt,5.978885764901122,30,13,0.1,6,358
10962,Brooklyn,South Slope,40.66692,-73.98981,Private room,4.77912349311153,4,204,1.32,3,284
45935,Bronx,Mott Haven,40.80635,-73.92201,Private room,4.0943445622221,30,0,0.0,1,83
11943,Brooklyn,Flatbush,40.63702,-73.96327,Private room,5.0106352940962555,30,0,0.0,1,0
45936,Manhattan,Morningside Heights,40.8063,-73.95985,Private room,4.31748811353631,31,133,0.96,1,145
80924,Brooklyn,Park Slope,40.67407,-73.98105,Entire home/apt,5.075173815233827,30,37,0.36,2,154
12192,Manhattan,East Village,40.72296,-73.98383,Private room,4.31748811353631,7,274,1.79,2,24
81739,Brooklyn,Greenpoint,40.73777,-73.95366,Private room,5.8944028342648505,3,2,0.01,30,198
46911,Brooklyn,Prospect Heights,40.68022,-73.97457,Private room,4.787491742782046,3,59,0.41,3,267
12937,Queens,Long Island City,40.74757,-73.94571,Private room,4.941642422609304,3,325,2.23,1,124
12940,Brooklyn,Bedford-Stuyvesant,40.67946,-73.95417,Entire home/apt,4.77912349311153,30,72,0.47,1,186
82928,Brooklyn,Bedford-Stuyvesant,40.68433,-73.94469,Entire home/apt,5.0106352940962555,30,75,0.96,1,66
13121,Queens,Jamaica,40.67144,-73.76501,Private room,4.31748811353631,2,70,0.49,4,363
49048,Brooklyn,Bedford-Stuyvesant,40.6829,-73.95701,Private room,4.499809670330265,30,23,0.17,5,155
50447,Brooklyn,Gowanus,40.66913,-73.99041,Entire home/apt,5.087596335232384,5,214,1.52,3,265
13808,Brooklyn,Bedford-Stuyvesant,40.68064,-73.94039,Private room,4.382026634673881,2,163,1.12,4,208
14290,Brooklyn,Williamsburg,40.70348,-73.93621,Entire home/apt,5.5134287461649825,1,140,0.92,1,104
51438,Manhattan,Upper East Side,40.77449,-73.95308,Private room,4.867534450455582,14,0,0.0,2,0
83243,Brooklyn,Bushwick,40.68769,-73.91788,Entire home/apt,4.343805421853684,30,252,1.85,1,307
83446,Brooklyn,Fort Greene,40.68871,-73.97322,Entire home/apt,5.0106352940962555,30,6,0.04,1,0
14314,Brooklyn,Greenpoint,40.73535,-73.95584,Entire home/apt,4.59511985013459,30,179,1.18,1,276
84010,Brooklyn,Greenpoint,40.73777,-73.95366,Hotel room,5.3471075307174685,3,21,0.16,30,197
14434,Brooklyn,Bedford-Stuyvesant,40.68777,-73.94976,Private room,4.248495242049359,30,59,0.4,2,326
89621,Brooklyn,Crown Heights,40.67823,-73.94719,Entire home/apt,4.499809670330265,30,239,1.81,2,354
93313,Brooklyn,Bedford-Stuyvesant,40.68413,-73.93817,Entire home/apt,4.90527477843843,2,129,0.96,2,250
51850,Queens,Jamaica,40.67144,-73.76501,Private room,4.174387269895637,30,53,0.37,4,328
15220,Manhattan,Hell's Kitchen,40.75611,-73.99523,Private room,4.454347296253507,2,368,2.43,2,235
15341,Manhattan,Lower East Side,40.721359,-73.993668,Entire home/apt,5.43372200355424,2,31,0.29,1,3
52689,Queens,Ditmars Steinway,40.77868,-73.90652,Entire home/apt,5.0106352940962555,4,30,0.22,1,38
94209,Brooklyn,Crown Heights,40.67654,-73.94629,Entire home/apt,4.61512051684126,1,29,1.97,1,65
15385,Brooklyn,Williamsburg,40.71211,-73.96397,Private room,4.382026634673881,7,49,0.33,1,123
15396,Manhattan,Chelsea,40.74493,-73.99521,Entire home/apt,5.991464547107982,30,5,0.07,1,61
94783,Brooklyn,Crown Heights,40.6736,-73.9551,Entire home/apt,4.941642422609304,6,130,0.96,1,294
53469,Queens,Middle Village,40.71567,-73.87842,Entire home/apt,4.672828834461906,30,33,0.23,6,339
53470,Queens,Ridgewood,40.70422,-73.89778,Entire home/apt,5.262690188904886,30,6,0.05,6,358
15711,Manhattan,Upper East Side,40.77119,-73.95241,Entire home/apt,5.327876168789581,30,84,0.56,3,165
53477,Queens,Middle Village,40.71778,-73.87714,Entire home/apt,5.857933154483459,30,16,0.12,6,317
54466,Manhattan,Harlem,40.80255,-73.95803,Private room,5.298317366548036,30,0,0.0,1,365
95747,Brooklyn,Williamsburg,40.71167,-73.94932,Entire home/apt,4.941642422609304,7,16,0.12,1,21
95883,Brooklyn,Bedford-Stuyvesant,40.69304,-73.95417,Entire home/apt,5.521460917862246,6,6,0.06,1,164
16326,Brooklyn,Prospect Heights,40.67839,-73.96642,Entire home/apt,4.941642422609304,30,154,1.08,1,3
98663,Manhattan,Chelsea,40.75077,-73.99657,Entire home/apt,5.0106352940962555,30,19,0.14,1,185
99085,Brooklyn,Fort Greene,40.6867,-73.97469,Entire home/apt,4.812184355372417,30,26,0.19,1,236
54508,Brooklyn,Park Slope,40.67908,-73.97405,Private room,4.382026634673881,2,126,0.89,3,310
16338,Brooklyn,Clinton Hill,40.69121,-73.96804,Private room,4.007333185232471,21,29,0.19,2,216
54694,Queens,Jamaica,40.67144,-73.76501,Private room,4.174387269895637,30,62,0.44,4,0
100186,Brooklyn,Gowanus,40.66952,-73.99201,Entire home/apt,4.867534450455582,30,111,0.83,1,6
16580,Manhattan,East Village,40.72489,-73.9781,Private room,4.927253685157205,1,458,4.28,2,224
16595,Brooklyn,Williamsburg,40.7092,-73.96641,Entire home/apt,6.214608098422191,1,229,1.62,2,364
100368,Manhattan,Chelsea,40.74056,-74.00143,Entire home/apt,5.402677381872279,30,35,0.26,1,295
54860,Manhattan,East Harlem,40.79934,-73.94236,Private room,4.605170185988092,5,257,1.82,1,174
16821,Manhattan,East Village,40.72281,-73.98501,Private room,5.1298987149230735,1,150,1.26,3,37
55587,Brooklyn,Williamsburg,40.71311,-73.9506,Entire home/apt,5.459585514144159,3,18,0.14,1,36
101053,Brooklyn,Williamsburg,40.71116,-73.95484,Private room,5.1647859739235145,60,38,0.28,1,0
102995,Manhattan,Upper West Side,40.78645,-73.97082,Entire home/apt,5.963579343618446,30,45,0.34,1,1
16974,Manhattan,East Harlem,40.8019,-73.93762,Entire home/apt,5.521460917862246,5,247,1.63,1,70
55959,Brooklyn,Williamsburg,40.71065,-73.95087,Private room,4.553876891600541,5,93,0.86,2,32
17037,Manhattan,East Village,40.72289,-73.98028,Entire home/apt,5.393627546352362,30,53,0.36,1,61
55982,Brooklyn,Fort Greene,40.68701,-73.97555,Private room,4.442651256490317,3,38,0.27,1,0
56859,Manhattan,Harlem,40.81201,-73.94452,Private room,4.30406509320417,3,226,1.62,2,43
103161,Brooklyn,Williamsburg,40.71551,-73.96274,Entire home/apt,5.926926025970411,10,144,1.36,1,192
103311,Brooklyn,Greenpoint,40.73778,-73.95366,Private room,6.665683717782408,3,9,0.07,30,107
17693,Manhattan,Washington Heights,40.83253,-73.94108,Private room,4.31748811353631,2,62,0.94,2,318
103555,Brooklyn,Fort Greene,40.693047,-73.971985,Entire home/apt,5.926926025970411,1,281,2.08,1,154
105469,Queens,Rockaway Beach,40.58603,-73.8145,Private room,4.6443908991413725,2,17,0.13,2,86
57166,Queens,Ditmars Steinway,40.772472,-73.906075,Entire home/apt,5.0106352940962555,3,87,0.62,1,290
57618,Manhattan,Hell's Kitchen,40.76505,-73.98716,Entire home/apt,5.521460917862246,3,118,0.88,1,4
18152,Manhattan,Upper East Side,40.76967,-73.94831,Private room,5.298317366548036,30,148,1.14,1,365
105790,Manhattan,Harlem,40.81919,-73.95443,Private room,4.382026634673881,30,144,1.13,1,60
18728,Manhattan,Chelsea,40.74261,-74.00353,Private room,5.1647859739235145,4,212,1.55,1,271
106363,Manhattan,Harlem,40.82772,-73.95284,Private room,4.3694478524670215,5,436,3.24,2,239
57754,Manhattan,Flatiron District,40.74166,-73.9866,Entire home/apt,5.799092654460526,2,161,1.2,1,160
57874,Manhattan,East Harlem,40.80747,-73.94076,Entire home/apt,5.075173815233827,3,326,2.31,2,178
18961,Manhattan,Kips Bay,40.73808,-73.98001,Private room,4.553876891600541,30,1,0.01,1,0
19159,Manhattan,Harlem,40.82817,-73.95133,Entire home/apt,4.700480365792417,180,58,0.4,1,276
106647,Brooklyn,Bedford-Stuyvesant,40.68647,-73.95862,Entire home/apt,5.0106352940962555,2,120,0.89,1,6
19812,Brooklyn,Williamsburg,40.71802,-73.95724,Entire home/apt,4.653960350157523,30,61,0.41,1,191
106906,Brooklyn,Clinton Hill,40.68615,-73.96769,Entire home/apt,5.41610040220442,45,12,0.09,1,215
107630,Brooklyn,Greenpoint,40.72741,-73.95466,Entire home/apt,5.1647859739235145,3,312,2.34,2,56
58059,Manhattan,Harlem,40.8238,-73.94444,Private room,4.0943445622221,1,605,4.47,2,178
58062,Brooklyn,Windsor Terrace,40.65912,-73.9842,Private room,4.9344739331306915,2,25,0.21,1,246
20913,Brooklyn,Williamsburg,40.70967,-73.95922,Entire home/apt,4.382026634673881,30,168,1.18,1,0
107895,Manhattan,Upper West Side,40.78073,-73.98564,Entire home/apt,5.111987788356544,30,63,0.51,1,238
112304,Manhattan,Harlem,40.8069,-73.95372,Private room,4.499809670330265,30,1,0.01,1,0
21456,Manhattan,Upper West Side,40.79936,-73.96155,Private room,4.477336814478207,30,85,0.57,1,157
21644,Manhattan,Harlem,40.82782,-73.9473,Private room,4.59511985013459,30,3,0.07,1,0
112435,Brooklyn,Fort Greene,40.69132,-73.97306,Private room,4.553876891600541,30,177,1.32,2,339
59014,Manhattan,Lower East Side,40.71946,-73.98641,Entire home/apt,5.19295685089021,30,57,0.41,1,343
21794,Manhattan,Chelsea,40.74187,-74.00223,Private room,4.442651256490317,30,36,0.25,2,186
113092,Brooklyn,Fort Greene,40.6905,-73.97867,Private room,4.499809670330265,30,0,0.0,1,0
23135,Brooklyn,Carroll Gardens,40.67747,-74.00146,Entire home/apt,5.241747015059643,3,280,1.91,3,343
113265,Brooklyn,Crown Heights,40.67582,-73.9518,Private room,4.007333185232471,30,272,2.03,2,307
59121,Queens,Ridgewood,40.70271,-73.8993,Entire home/apt,5.278114659230517,30,2,0.02,6,358
59709,Manhattan,Chinatown,40.7178,-73.9932,Entire home/apt,5.703782474656201,7,46,0.34,2,7
23686,Manhattan,West Village,40.72961,-74.00308,Entire home/apt,6.429719478039138,7,54,0.45,2,228
60164,Manhattan,Tribeca,40.72012,-74.00397,Entire home/apt,6.410174881966167,30,108,0.83,1,295
114123,Brooklyn,South Slope,40.66562,-73.99002,Entire home/apt,5.459585514144159,364,34,0.26,3,362
24285,Brooklyn,Park Slope,40.67115,-73.98026,Entire home/apt,5.393627546352362,30,92,0.63,1,207
115535,Manhattan,Harlem,40.82402,-73.95263,Private room,4.174387269895637,30,34,0.25,1,303
60181,Manhattan,East Village,40.7253,-73.98028,Entire home/apt,5.272999558563747,45,37,0.27,1,18
60457,Manhattan,Greenwich Village,40.73072,-73.99275,Entire home/apt,5.521460917862246,30,10,0.07,1,0
60666,Manhattan,Harlem,40.81006,-73.94559,Private room,4.709530201312334,3,226,1.63,2,32
25406,Brooklyn,Williamsburg,40.71649,-73.94865,Entire home/apt,4.418840607796598,30,29,0.27,1,0
25696,Manhattan,Harlem,40.8104,-73.94309,Private room,4.605170185988092,1,190,1.35,1,0
60673,Manhattan,Harlem,40.81562,-73.94674,Private room,4.8283137373023015,30,3,0.07,1,0
115748,Queens,Astoria,40.76406,-73.92266,Entire home/apt,4.442651256490317,5,37,0.28,2,8
26362,Manhattan,Hell's Kitchen,40.75603,-73.99294,Private room,4.3694478524670215,2,447,3.05,2,259
26785,Brooklyn,South Slope,40.6686,-73.98723,Entire home/apt,4.499809670330265,30,479,3.28,2,35
27006,Manhattan,Upper West Side,40.77839,-73.97778,Entire home/apt,5.41610040220442,30,28,0.21,1,286
116551,Manhattan,Harlem,40.80384,-73.95123,Entire home/apt,4.248495242049359,30,172,1.28,1,30
27644,Manhattan,Harlem,40.82682,-73.94948,Entire home/apt,5.19295685089021,2,219,1.67,1,293
118061,Brooklyn,Bedford-Stuyvesant,40.68462,-73.92895,Entire home/apt,4.553876891600541,30,87,0.67,1,217
60680,Manhattan,East Village,40.72598,-73.97978,Entire home/apt,5.075173815233827,30,164,1.17,2,314
60794,Manhattan,Upper West Side,40.79918,-73.96248,Entire home/apt,5.351858133476067,30,4,0.03,1,0
61509,Manhattan,Midtown,40.75743,-73.96825,Entire home/apt,4.700480365792417,200,92,0.67,1,0
27883,Manhattan,East Village,40.72421,-73.98509,Entire home/apt,4.605170185988092,30,25,0.18,1,0
121861,Brooklyn,Park Slope,40.6755,-73.98137,Entire home/apt,5.10594547390058,2,27,0.2,2,86
28907,Manhattan,Upper East Side,40.77827,-73.94669,Entire home/apt,5.0106352940962555,30,21,0.14,1,155
62427,Manhattan,East Village,40.72825,-73.98959,Entire home/apt,4.867534450455582,30,61,0.46,1,153
62891,Manhattan,East Village,40.72297,-73.98265,Entire home/apt,5.1647859739235145,4,206,1.48,2,213
62925,Brooklyn,Greenpoint,40.72967,-73.95352,Entire home/apt,5.652489180268651,3,147,1.07,2,54
29013,Brooklyn,Bedford-Stuyvesant,40.68288,-73.95646,Private room,4.382026634673881,30,70,0.49,5,281
29628,Brooklyn,Clinton Hill,40.68292,-73.96381,Private room,4.48863636973214,3,314,2.15,1,243
63588,Bronx,Clason Point,40.81161,-73.85499,Private room,4.48863636973214,30,0,0.0,6,16
29683,Manhattan,Lower East Side,40.72314,-73.99108,Entire home/apt,5.220355825078324,30,118,0.81,2,233
63610,Bronx,Eastchester,40.881,-73.83511,Entire home/apt,4.61512051684126,2,51,0.46,6,335
63657,Brooklyn,Bedford-Stuyvesant,40.68253,-73.94295,Entire home/apt,4.90527477843843,30,268,1.93,2,0
63693,Manhattan,East Village,40.72219,-73.98245,Entire home/apt,5.966146739123692,7,153,1.1,2,63
31130,Manhattan,Hell's Kitchen,40.7672,-73.98464,Private room,5.10594547390058,28,68,0.47,4,329
64000,Brooklyn,Williamsburg,40.70705,-73.95489,Private room,4.007333185232471,30,14,0.1,6,308
123784,Manhattan,Harlem,40.80617,-73.94757,Entire home/apt,4.624972813284271,3,213,1.59,1,257
125163,Brooklyn,Bedford-Stuyvesant,40.68595,-73.92923,Private room,4.59511985013459,3,59,0.56,2,296
31555,Manhattan,West Village,40.73405,-74.00281,Entire home/apt,4.787491742782046,30,32,0.23,1,0
64015,Manhattan,East Village,40.72863,-73.9842,Entire home/apt,5.298317366548036,30,0,0.0,1,0
31902,Brooklyn,East Flatbush,40.6327,-73.93184,Private room,4.382026634673881,30,4,0.03,1,0
64107,Brooklyn,Crown Heights,40.67582,-73.94316,Private room,4.605170185988092,3,308,2.21,1,246
126443,Manhattan,East Village,40.72761,-73.98951,Entire home/apt,6.129050210060545,2,497,3.71,3,207
31994,Brooklyn,Clinton Hill,40.68818,-73.96383,Private room,4.564348191467836,2,503,3.47,2,314
126816,Manhattan,Upper West Side,40.79907,-73.96517,Private room,4.442651256490317,30,3,0.02,1,0
127387,Brooklyn,Gowanus,40.66895,-73.99136,Entire home/apt,5.560681631015528,30,3,0.02,1,126
32037,Brooklyn,Clinton Hill,40.68513,-73.96648,Private room,4.9344739331306915,30,92,0.64,1,288
132516,Queens,Forest Hills,40.7106,-73.85246,Entire home/apt,4.74493212836325,5,60,1.02,3,189
64314,Brooklyn,Crown Heights,40.67634,-73.95143,Private room,4.31748811353631,30,45,0.32,1,242
32329,Manhattan,East Village,40.72741,-73.98405,Entire home/apt,5.075173815233827,14,3,0.03,1,0
64365,Brooklyn,Crown Heights,40.67579,-73.95072,Private room,4.0943445622221,30,248,1.83,2,274
64837,Manhattan,East Village,40.72497,-73.98356,Private room,4.31748811353631,7,232,1.67,2,31
33009,Brooklyn,Williamsburg,40.71512,-73.95899,Entire home/apt,5.459585514144159,4,280,1.93,1,228
33156,Manhattan,Upper West Side,40.78763,-73.96862,Entire home/apt,4.9344739331306915,120,20,0.15,1,67
65268,Brooklyn,Bedford-Stuyvesant,40.68305,-73.95195,Private room,4.31748811353631,5,63,0.48,1,68
36647,Manhattan,East Harlem,40.79128,-73.94125,Private room,4.330733340286331,7,49,0.34,1,67
132661,Manhattan,Hell's Kitchen,40.75587,-73.99399,Private room,4.219507705176107,10,79,0.86,1,2
133025,Manhattan,Murray Hill,40.74564,-73.97782,Private room,4.219507705176107,30,143,1.07,1,41
36703,Manhattan,West Village,40.73271,-74.00367,Entire home/apt,5.1647859739235145,14,141,0.98,1,152
36934,Brooklyn,Williamsburg,40.71371,-73.96203,Entire home/apt,4.605170185988092,6,27,0.19,1,126
134934,Brooklyn,Williamsburg,40.71771,-73.95849,Entire home/apt,5.521460917862246,5,27,0.29,1,0
65425,Manhattan,Nolita,40.72021,-73.99426,Entire home/apt,5.988961416889864,1,7,0.05,3,345
65615,Brooklyn,Williamsburg,40.7106,-73.95178,Entire home/apt,4.442651256490317,10,56,0.41,1,0
38663,Brooklyn,Boerum Hill,40.68442,-73.98068,Entire home/apt,6.684611727667927,3,32,0.27,1,233
65660,Brooklyn,Williamsburg,40.70797,-73.94792,Entire home/apt,4.663439094112067,30,161,1.16,2,58
65813,Manhattan,Harlem,40.82899,-73.94345,Private room,4.31748811353631,3,20,0.18,1,149
66008,Brooklyn,Carroll Gardens,40.68028,-73.99328,Entire home/apt,5.247024072160486,30,68,0.55,1,233
135465,Brooklyn,Fort Greene,40.68646,-73.97548,Entire home/apt,5.135798437050262,3,118,0.91,1,218
135706,Manhattan,Chelsea,40.74373,-73.99928,Entire home/apt,4.718498871295094,5,10,0.08,1,0
39282,Brooklyn,Williamsburg,40.70978,-73.95165,Private room,4.442651256490317,5,241,1.67,2,38
39572,Manhattan,Hell's Kitchen,40.76203,-73.98869,Private room,4.9344739331306915,30,44,0.31,2,275
136493,Brooklyn,Park Slope,40.67494,-73.97792,Entire home/apt,5.783825182329737,5,31,0.26,1,6
39593,Queens,Sunnyside,40.74523,-73.92318,Private room,4.356708826689592,30,29,0.2,1,181
139624,Brooklyn,Crown Heights,40.67478,-73.95165,Entire home/apt,4.248495242049359,30,80,0.61,1,106
140133,Brooklyn,Williamsburg,40.71347,-73.96035,Entire home/apt,5.030437921392435,30,177,1.34,1,209
66251,Manhattan,East Village,40.72547,-73.98619,Entire home/apt,5.918893854273146,3,137,1.58,1,71
39704,Brooklyn,Bedford-Stuyvesant,40.68216,-73.94594,Entire home/apt,4.90527477843843,30,337,2.35,2,0
42300,Manhattan,Lower East Side,40.71992,-73.99167,Entire home/apt,6.309918278226516,5,67,0.47,1,218
66275,Manhattan,Nolita,40.72036,-73.99435,Entire home/apt,6.091309882077698,1,186,1.4,3,345
140973,Manhattan,East Village,40.72334,-73.97719,Entire home/apt,5.220355825078324,30,80,0.6,1,189
42729,Brooklyn,Carroll Gardens,40.67813,-74.00062,Entire home/apt,5.1647859739235145,4,182,1.27,3,313
141154,Brooklyn,Boerum Hill,40.6857,-73.98131,Entire home/apt,4.605170185988092,30,263,2.0,1,92
66741,Brooklyn,Park Slope,40.67548,-73.98315,Entire home/apt,5.225746673713202,2,266,1.93,2,190
42882,Staten Island,St. George,40.64633,-74.08156,Private room,4.248495242049359,2,176,1.3,1,266
66974,Brooklyn,Gowanus,40.68088,-73.99102,Entire home/apt,5.3471075307174685,2,179,1.47,2,221
141335,Brooklyn,Park Slope,40.67487,-73.97637,Entire home/apt,6.802394763324311,1,38,0.31,1,332
142069,Manhattan,East Village,40.72506,-73.97906,Entire home/apt,4.605170185988092,30,22,0.17,1,0
43105,Manhattan,Midtown,40.7449,-73.98499,Entire home/apt,5.220355825078324,30,4,0.07,1,123
43726,Manhattan,Tribeca,40.721,-74.00971,Entire home/apt,5.556828061699537,30,13,0.41,1,277
144087,Manhattan,Harlem,40.80687,-73.95333,Entire home/apt,6.212606095751519,6,27,0.2,2,196
67288,Manhattan,East Harlem,40.79544,-73.94836,Entire home/apt,4.74493212836325,28,41,0.35,1,35
166006,Manhattan,Upper West Side,40.79864,-73.96209,Entire home/apt,5.521460917862246,31,190,1.44,1,240
67299,Brooklyn,Williamsburg,40.71516,-73.96448,Entire home/apt,4.867534450455582,30,73,0.54,1,61
67397,Manhattan,Harlem,40.80332,-73.95741,Private room,4.804021044733257,30,105,0.77,1,95
68253,Queens,Astoria,40.76336,-73.92099,Private room,4.007333185232471,30,0,0.0,1,0
144148,Manhattan,East Village,40.72297,-73.9851,Private room,4.204692619390966,30,32,0.34,1,0
148201,Manhattan,West Village,40.7304,-74.00228,Entire home/apt,5.1647859739235145,30,18,0.14,1,0
166172,Brooklyn,Bushwick,40.68478,-73.9066,Private room,4.007333185232471,30,62,0.58,1,0
68735,Manhattan,Upper West Side,40.78846,-73.97459,Entire home/apt,5.3706380281276624,15,34,0.26,1,243
166983,Brooklyn,Carroll Gardens,40.68194,-73.99708,Entire home/apt,5.857933154483459,30,6,0.05,1,0
68900,Brooklyn,Greenpoint,40.73094,-73.95484,Private room,4.605170185988092,30,7,0.07,1,157
168123,Brooklyn,Windsor Terrace,40.65891,-73.98556,Entire home/apt,4.605170185988092,30,116,0.89,1,54
169306,Bronx,University Heights,40.85981,-73.9063,Private room,3.8501476017100584,7,153,1.16,1,254
68974,Manhattan,Nolita,40.72,-73.99487,Entire home/apt,6.39024066706535,2,227,1.66,1,9
169483,Brooklyn,Gravesend,40.60602,-73.97076,Entire home/apt,5.214935757608986,7,0,0.0,2,0
69894,Manhattan,Upper West Side,40.77845,-73.98295,Entire home/apt,5.075173815233827,30,58,0.47,1,27
148259,Brooklyn,Williamsburg,40.71345,-73.94289,Entire home/apt,5.736572297479192,3,84,0.71,1,341
170420,Manhattan,East Harlem,40.79179,-73.93972,Entire home/apt,4.3694478524670215,30,15,0.11,1,0
69921,Brooklyn,Bushwick,40.70494,-73.91982,Private room,4.605170185988092,3,64,0.48,1,256
170761,Brooklyn,Fort Greene,40.68876,-73.97758,Private room,4.442651256490317,2,93,0.94,2,131
71010,Manhattan,Washington Heights,40.83403,-73.93951,Entire home/apt,5.805134968916488,4,36,0.33,2,313
148825,Manhattan,Upper West Side,40.79999,-73.96338,Entire home/apt,5.187385805840755,3,265,2.15,2,166
171562,Manhattan,Chelsea,40.74937,-73.99467,Entire home/apt,5.480638923341991,60,24,0.18,1,1
171978,Brooklyn,Crown Heights,40.66946,-73.94638,Entire home/apt,4.543294782270004,7,8,0.06,2,266
71248,Manhattan,Chinatown,40.7159,-73.99156,Entire home/apt,5.0106352940962555,28,57,0.42,2,1
173151,Brooklyn,Greenpoint,40.72852,-73.95655,Private room,4.356708826689592,30,262,1.98,1,33
71366,Manhattan,Greenwich Village,40.72997,-74.00196,Entire home/apt,5.298317366548036,30,44,0.36,1,91
149287,Manhattan,Upper East Side,40.78422,-73.95133,Entire home/apt,5.521460917862246,30,0,0.0,1,0
149787,Manhattan,Harlem,40.81862,-73.94518,Entire home/apt,4.605170185988092,30,0,0.0,1,0
174966,Manhattan,Upper West Side,40.7751,-73.98595,Entire home/apt,7.824046010856292,30,26,0.2,11,364
150804,Manhattan,Lower East Side,40.7203,-73.98424,Entire home/apt,5.521460917862246,4,35,0.27,1,1
71384,Brooklyn,Greenpoint,40.72919,-73.95588,Entire home/apt,5.43372200355424,1,50,0.37,1,0
176653,Manhattan,East Village,40.72905,-73.98214,Private room,4.605170185988092,30,43,0.33,2,0
71812,Bronx,Kingsbridge,40.87069,-73.90113,Entire home/apt,4.499809670330265,30,13,0.28,2,186
150989,Brooklyn,Williamsburg,40.71584,-73.96355,Entire home/apt,4.941642422609304,30,19,0.14,1,0
177495,Manhattan,Chelsea,40.74088,-73.99538,Entire home/apt,6.309918278226516,30,5,0.09,1,0
177606,Manhattan,Kips Bay,40.74045,-73.9749,Private room,5.241747015059643,7,114,0.87,1,314
151199,Queens,Astoria,40.75684,-73.91286,Entire home/apt,5.003946305945459,2,495,3.79,1,279
152071,Brooklyn,Park Slope,40.67231,-73.97878,Entire home/apt,5.0106352940962555,2,0,0.0,1,0
72190,Manhattan,Upper West Side,40.77743,-73.97691,Entire home/apt,4.700480365792417,30,37,0.28,1,0
72265,Brooklyn,Greenpoint,40.72744,-73.953,Private room,4.442651256490317,10,35,0.3,1,0
74333,Manhattan,East Harlem,40.80834,-73.94075,Entire home/apt,4.382026634673881,30,37,0.28,2,309
179741,Manhattan,Nolita,40.72212,-73.99638,Entire home/apt,5.91350300563827,1,18,0.14,3,158
74438,Manhattan,Hell's Kitchen,40.75523,-73.99792,Entire home/apt,5.700443573390687,30,52,0.38,1,123
152263,Manhattan,Harlem,40.80494,-73.94998,Entire home/apt,5.857933154483459,2,284,2.18,3,242
182069,Manhattan,East Harlem,40.78923,-73.946,Entire home/apt,4.605170185988092,30,120,0.92,1,277
